Job,Step,total refugee,At Home,School,Water,Mosque,Market,Food C.,Health C.,Visit R.,Social,Hygiene
0,81,4000,4000,0,0,0,0,0,0,0,0,0
0,82,4000,4000,0,0,0,0,0,0,0,0,0
0,83,4000,4000,0,0,0,0,0,0,0,0,0
0,84,4000,4000,0,0,0,0,0,0,0,0,0
0,85,4000,4000,0,0,0,0,0,0,0,0,0
0,86,4000,4000,0,0,0,0,0,0,0,0,0
0,87,4000,4000,0,0,0,0,0,0,0,0,0
0,88,4000,4000,0,0,0,0,0,0,0,0,0
0,89,4000,4000,0,0,0,0,0,0,0,0,0
0,90,4000,4000,0,0,0,0,0,0,0,0,0
0,91,4000,4000,0,0,0,0,0,0,0,0,0
0,92,4000,4000,0,0,0,0,0,0,0,0,0
0,93,4000,4000,0,0,0,0,0,0,0,0,0
0,94,4000,4000,0,0,0,0,0,0,0,0,0
0,95,4000,4000,0,0,0,0,0,0,0,0,0
0,96,4000,4000,0,0,0,0,0,0,0,0,0
0,97,4000,4000,0,0,0,0,0,0,0,0,0
0,98,4000,4000,0,0,0,0,0,0,0,0,0
0,99,4000,4000,0,0,0,0,0,0,0,0,0
0,100,4000,4000,0,0,0,0,0,0,0,0,0
0,101,4000,4000,0,0,0,0,0,0,0,0,0
0,102,4000,4000,0,0,0,0,0,0,0,0,0
0,103,4000,4000,0,0,0,0,0,0,0,0,0
0,104,4000,4000,0,0,0,0,0,0,0,0,0
0,105,4000,4000,0,0,0,0,0,0,0,0,0
0,106,4000,4000,0,0,0,0,0,0,0,0,0
0,107,4000,4000,0,0,0,0,0,0,0,0,0
0,108,4000,4000,0,0,0,0,0,0,0,0,0
0,109,4000,4000,0,0,0,0,0,0,0,0,0
0,110,4000,4000,0,0,0,0,0,0,0,0,0
0,111,4000,4000,0,0,0,0,0,0,0,0,0
0,112,4000,4000,0,0,0,0,0,0,0,0,0
0,113,4000,4000,0,0,0,0,0,0,0,0,0
0,114,4000,4000,0,0,0,0,0,0,0,0,0
0,115,4000,4000,0,0,0,0,0,0,0,0,0
0,116,4000,4000,0,0,0,0,0,0,0,0,0
0,117,4000,4000,0,0,0,0,0,0,0,0,0
0,118,4000,4000,0,0,0,0,0,0,0,0,0
0,119,4000,4000,0,0,0,0,0,0,0,0,0
0,120,4000,4000,0,0,0,0,0,0,0,0,0
0,121,4000,4000,0,0,0,0,0,0,0,0,0
0,122,4000,4000,0,0,0,0,0,0,0,0,0
0,123,4000,4000,0,0,0,0,0,0,0,0,0
0,124,4000,4000,0,0,0,0,0,0,0,0,0
0,125,4000,4000,0,0,0,0,0,0,0,0,0
0,126,4000,4000,0,0,0,0,0,0,0,0,0
0,127,4000,4000,0,0,0,0,0,0,0,0,0
0,128,4000,4000,0,0,0,0,0,0,0,0,0
0,129,4000,4000,0,0,0,0,0,0,0,0,0
0,130,4000,4000,0,0,0,0,0,0,0,0,0
0,131,4000,4000,0,0,0,0,0,0,0,0,0
0,132,4000,4000,0,0,0,0,0,0,0,0,0
0,133,4000,4000,0,0,0,0,0,0,0,0,0
0,134,4000,4000,0,0,0,0,0,0,0,0,0
0,135,4000,4000,0,0,0,0,0,0,0,0,0
0,136,4000,4000,0,0,0,0,0,0,0,0,0
0,137,4000,4000,0,0,0,0,0,0,0,0,0
0,138,4000,4000,0,0,0,0,0,0,0,0,0
0,139,4000,4000,0,0,0,0,0,0,0,0,0
0,140,4000,4000,0,0,0,0,0,0,0,0,0
0,141,4000,4000,0,0,0,0,0,0,0,0,0
0,142,4000,4000,0,0,0,0,0,0,0,0,0
0,143,4000,4000,0,0,0,0,0,0,0,0,0
0,144,4000,4000,0,0,0,0,0,0,0,0,0
0,145,4000,4000,0,0,0,0,0,0,0,0,0
0,146,4000,4000,0,0,0,0,0,0,0,0,0
0,147,4000,4000,0,0,0,0,0,0,0,0,0
0,148,4000,4000,0,0,0,0,0,0,0,0,0
0,149,4000,4000,0,0,0,0,0,0,0,0,0
0,150,4000,4000,0,0,0,0,0,0,0,0,0
0,151,4000,4000,0,0,0,0,0,0,0,0,0
0,152,4000,4000,0,0,0,0,0,0,0,0,0
0,153,4000,4000,0,0,0,0,0,0,0,0,0
0,154,4000,4000,0,0,0,0,0,0,0,0,0
0,155,4000,4000,0,0,0,0,0,0,0,0,0
0,156,4000,4000,0,0,0,0,0,0,0,0,0
0,157,4000,4000,0,0,0,0,0,0,0,0,0
0,158,4000,4000,0,0,0,0,0,0,0,0,0
0,159,4000,4000,0,0,0,0,0,0,0,0,0
0,160,4000,4000,0,0,0,0,0,0,0,0,0
0,161,4000,4000,0,0,0,0,0,0,0,0,0
0,162,4000,4000,0,0,0,0,0,0,0,0,0
0,163,4000,4000,0,0,0,0,0,0,0,0,0
0,164,4000,4000,0,0,0,0,0,0,0,0,0
0,165,4000,4000,0,0,0,0,0,0,0,0,0
0,166,4000,4000,0,0,0,0,0,0,0,0,0
0,167,4000,4000,0,0,0,0,0,0,0,0,0
0,168,4000,4000,0,0,0,0,0,0,0,0,0
0,169,4000,4000,0,0,0,0,0,0,0,0,0
0,170,4000,4000,0,0,0,0,0,0,0,0,0
0,171,4000,4000,0,0,0,0,0,0,0,0,0
0,172,4000,4000,0,0,0,0,0,0,0,0,0
0,173,4000,4000,0,0,0,0,0,0,0,0,0
0,174,4000,4000,0,0,0,0,0,0,0,0,0
0,175,4000,4000,0,0,0,0,0,0,0,0,0
0,176,4000,4000,0,0,0,0,0,0,0,0,0
0,177,4000,4000,0,0,0,0,0,0,0,0,0
0,178,4000,4000,0,0,0,0,0,0,0,0,0
0,179,4000,4000,0,0,0,0,0,0,0,0,0
0,180,4000,4000,0,0,0,0,0,0,0,0,0
0,181,4000,4000,0,0,0,0,0,0,0,0,0
0,182,4000,4000,0,0,0,0,0,0,0,0,0
0,183,4000,4000,0,0,0,0,0,0,0,0,0
0,184,4000,4000,0,0,0,0,0,0,0,0,0
0,185,4000,4000,0,0,0,0,0,0,0,0,0
0,186,4000,4000,0,0,0,0,0,0,0,0,0
0,187,4000,4000,0,0,0,0,0,0,0,0,0
0,188,4000,4000,0,0,0,0,0,0,0,0,0
0,189,4000,4000,0,0,0,0,0,0,0,0,0
0,190,4000,4000,0,0,0,0,0,0,0,0,0
0,191,4000,4000,0,0,0,0,0,0,0,0,0
0,192,4000,4000,0,0,0,0,0,0,0,0,0
0,193,4000,4000,0,0,0,0,0,0,0,0,0
0,194,4000,4000,0,0,0,0,0,0,0,0,0
0,195,4000,4000,0,0,0,0,0,0,0,0,0
0,196,4000,4000,0,0,0,0,0,0,0,0,0
0,197,4000,4000,0,0,0,0,0,0,0,0,0
0,198,4000,4000,0,0,0,0,0,0,0,0,0
0,199,4000,4000,0,0,0,0,0,0,0,0,0
0,200,4000,4000,0,0,0,0,0,0,0,0,0
0,201,4000,4000,0,0,0,0,0,0,0,0,0
0,202,4000,4000,0,0,0,0,0,0,0,0,0
0,203,4000,4000,0,0,0,0,0,0,0,0,0
0,204,4000,4000,0,0,0,0,0,0,0,0,0
0,205,4000,4000,0,0,0,0,0,0,0,0,0
0,206,4000,4000,0,0,0,0,0,0,0,0,0
0,207,4000,4000,0,0,0,0,0,0,0,0,0
0,208,4000,4000,0,0,0,0,0,0,0,0,0
0,209,4000,4000,0,0,0,0,0,0,0,0,0
0,210,4000,4000,0,0,0,0,0,0,0,0,0
0,211,4000,4000,0,0,0,0,0,0,0,0,0
0,212,4000,4000,0,0,0,0,0,0,0,0,0
0,213,4000,4000,0,0,0,0,0,0,0,0,0
0,214,4000,4000,0,0,0,0,0,0,0,0,0
0,215,4000,4000,0,0,0,0,0,0,0,0,0
0,216,4000,4000,0,0,0,0,0,0,0,0,0
0,217,4000,4000,0,0,0,0,0,0,0,0,0
0,218,4000,4000,0,0,0,0,0,0,0,0,0
0,219,4000,4000,0,0,0,0,0,0,0,0,0
0,220,4000,4000,0,0,0,0,0,0,0,0,0
0,221,4000,4000,0,0,0,0,0,0,0,0,0
0,222,4000,4000,0,0,0,0,0,0,0,0,0
0,223,4000,4000,0,0,0,0,0,0,0,0,0
0,224,4000,4000,0,0,0,0,0,0,0,0,0
0,225,4000,4000,0,0,0,0,0,0,0,0,0
0,226,4000,4000,0,0,0,0,0,0,0,0,0
0,227,4000,4000,0,0,0,0,0,0,0,0,0
0,228,4000,4000,0,0,0,0,0,0,0,0,0
0,229,4000,4000,0,0,0,0,0,0,0,0,0
0,230,4000,4000,0,0,0,0,0,0,0,0,0
0,231,4000,4000,0,0,0,0,0,0,0,0,0
0,232,4000,4000,0,0,0,0,0,0,0,0,0
0,233,4000,4000,0,0,0,0,0,0,0,0,0
0,234,4000,4000,0,0,0,0,0,0,0,0,0
0,235,4000,4000,0,0,0,0,0,0,0,0,0
0,236,4000,4000,0,0,0,0,0,0,0,0,0
0,237,4000,4000,0,0,0,0,0,0,0,0,0
0,238,4000,4000,0,0,0,0,0,0,0,0,0
0,239,4000,4000,0,0,0,0,0,0,0,0,0
0,240,4000,4000,0,0,0,0,0,0,0,0,0
0,241,4000,4000,0,0,0,0,0,0,0,0,0
0,242,4000,4000,0,0,0,0,0,0,0,0,0
0,243,4000,4000,0,0,0,0,0,0,0,0,0
0,244,4000,4000,0,0,0,0,0,0,0,0,0
0,245,4000,4000,0,0,0,0,0,0,0,0,0
0,246,4000,4000,0,0,0,0,0,0,0,0,0
0,247,4000,4000,0,0,0,0,0,0,0,0,0
0,248,4000,4000,0,0,0,0,0,0,0,0,0
0,249,4000,4000,0,0,0,0,0,0,0,0,0
0,250,4000,4000,0,0,0,0,0,0,0,0,0
0,251,4000,4000,0,0,0,0,0,0,0,0,0
0,252,4000,4000,0,0,0,0,0,0,0,0,0
0,253,4000,4000,0,0,0,0,0,0,0,0,0
0,254,4000,4000,0,0,0,0,0,0,0,0,0
0,255,4000,4000,0,0,0,0,0,0,0,0,0
0,256,4000,4000,0,0,0,0,0,0,0,0,0
0,257,4000,4000,0,0,0,0,0,0,0,0,0
0,258,4000,4000,0,0,0,0,0,0,0,0,0
0,259,4000,4000,0,0,0,0,0,0,0,0,0
0,260,4000,4000,0,0,0,0,0,0,0,0,0
0,261,4000,4000,0,0,0,0,0,0,0,0,0
0,262,4000,4000,0,0,0,0,0,0,0,0,0
0,263,4000,4000,0,0,0,0,0,0,0,0,0
0,264,4000,4000,0,0,0,0,0,0,0,0,0
0,265,4000,4000,0,0,0,0,0,0,0,0,0
0,266,4000,4000,0,0,0,0,0,0,0,0,0
0,267,4000,4000,0,0,0,0,0,0,0,0,0
0,268,4000,4000,0,0,0,0,0,0,0,0,0
0,269,4000,4000,0,0,0,0,0,0,0,0,0
0,270,4000,4000,0,0,0,0,0,0,0,0,0
0,271,4000,4000,0,0,0,0,0,0,0,0,0
0,272,4000,4000,0,0,0,0,0,0,0,0,0
0,273,4000,4000,0,0,0,0,0,0,0,0,0
0,274,4000,4000,0,0,0,0,0,0,0,0,0
0,275,4000,4000,0,0,0,0,0,0,0,0,0
0,276,4000,4000,0,0,0,0,0,0,0,0,0
0,277,4000,4000,0,0,0,0,0,0,0,0,0
0,278,4000,4000,0,0,0,0,0,0,0,0,0
0,279,4000,4000,0,0,0,0,0,0,0,0,0
0,280,4000,4000,0,0,0,0,0,0,0,0,0
0,281,4000,4000,0,0,0,0,0,0,0,0,0
0,282,4000,4000,0,0,0,0,0,0,0,0,0
0,283,4000,4000,0,0,0,0,0,0,0,0,0
0,284,4000,4000,0,0,0,0,0,0,0,0,0
0,285,4000,4000,0,0,0,0,0,0,0,0,0
0,286,4000,4000,0,0,0,0,0,0,0,0,0
0,287,4000,4000,0,0,0,0,0,0,0,0,0
0,288,4000,4000,0,0,0,0,0,0,0,0,0
0,289,4000,4000,0,0,0,0,0,0,0,0,0
0,290,4000,4000,0,0,0,0,0,0,0,0,0
0,291,4000,4000,0,0,0,0,0,0,0,0,0
0,292,4000,4000,0,0,0,0,0,0,0,0,0
0,293,4000,4000,0,0,0,0,0,0,0,0,0
0,294,4000,4000,0,0,0,0,0,0,0,0,0
0,295,4000,4000,0,0,0,0,0,0,0,0,0
0,296,4000,4000,0,0,0,0,0,0,0,0,0
0,297,4000,4000,0,0,0,0,0,0,0,0,0
0,298,4000,4000,0,0,0,0,0,0,0,0,0
0,299,4000,4000,0,0,0,0,0,0,0,0,0
0,300,4000,4000,0,0,0,0,0,0,0,0,0
0,301,4000,4000,0,0,0,0,0,0,0,0,0
0,302,4000,4000,0,0,0,0,0,0,0,0,0
0,303,4000,4000,0,0,0,0,0,0,0,0,0
0,304,4000,4000,0,0,0,0,0,0,0,0,0
0,305,4000,4000,0,0,0,0,0,0,0,0,0
0,306,4000,4000,0,0,0,0,0,0,0,0,0
0,307,4000,4000,0,0,0,0,0,0,0,0,0
0,308,4000,4000,0,0,0,0,0,0,0,0,0
0,309,4000,4000,0,0,0,0,0,0,0,0,0
0,310,4000,4000,0,0,0,0,0,0,0,0,0
0,311,4000,4000,0,0,0,0,0,0,0,0,0
0,312,4000,4000,0,0,0,0,0,0,0,0,0
0,313,4000,4000,0,0,0,0,0,0,0,0,0
0,314,4000,4000,0,0,0,0,0,0,0,0,0
0,315,4000,4000,0,0,0,0,0,0,0,0,0
0,316,4000,4000,0,0,0,0,0,0,0,0,0
0,317,4000,4000,0,0,0,0,0,0,0,0,0
0,318,4000,4000,0,0,0,0,0,0,0,0,0
0,319,4000,4000,0,0,0,0,0,0,0,0,0
0,320,4000,4000,0,0,0,0,0,0,0,0,0
0,321,4000,4000,0,0,0,0,0,0,0,0,0
0,322,4000,4000,0,0,0,0,0,0,0,0,0
0,323,4000,4000,0,0,0,0,0,0,0,0,0
0,324,4000,4000,0,0,0,0,0,0,0,0,0
0,325,4000,4000,0,0,0,0,0,0,0,0,0
0,326,4000,4000,0,0,0,0,0,0,0,0,0
0,327,4000,4000,0,0,0,0,0,0,0,0,0
0,328,4000,4000,0,0,0,0,0,0,0,0,0
0,329,4000,4000,0,0,0,0,0,0,0,0,0
0,330,4000,4000,0,0,0,0,0,0,0,0,0
0,331,4000,4000,0,0,0,0,0,0,0,0,0
0,332,4000,4000,0,0,0,0,0,0,0,0,0
0,333,4000,4000,0,0,0,0,0,0,0,0,0
0,334,4000,4000,0,0,0,0,0,0,0,0,0
0,335,4000,4000,0,0,0,0,0,0,0,0,0
0,336,4000,4000,0,0,0,0,0,0,0,0,0
0,337,4000,4000,0,0,0,0,0,0,0,0,0
0,338,4000,4000,0,0,0,0,0,0,0,0,0
0,339,4000,4000,0,0,0,0,0,0,0,0,0
0,340,4000,4000,0,0,0,0,0,0,0,0,0
0,341,4000,4000,0,0,0,0,0,0,0,0,0
0,342,4000,4000,0,0,0,0,0,0,0,0,0
0,343,4000,4000,0,0,0,0,0,0,0,0,0
0,344,4000,4000,0,0,0,0,0,0,0,0,0
0,345,4000,4000,0,0,0,0,0,0,0,0,0
0,346,4000,4000,0,0,0,0,0,0,0,0,0
0,347,4000,4000,0,0,0,0,0,0,0,0,0
0,348,4000,4000,0,0,0,0,0,0,0,0,0
0,349,4000,4000,0,0,0,0,0,0,0,0,0
0,350,4000,4000,0,0,0,0,0,0,0,0,0
0,351,4000,4000,0,0,0,0,0,0,0,0,0
0,352,4000,4000,0,0,0,0,0,0,0,0,0
0,353,4000,4000,0,0,0,0,0,0,0,0,0
0,354,4000,4000,0,0,0,0,0,0,0,0,0
0,355,4000,4000,0,0,0,0,0,0,0,0,0
0,356,4000,4000,0,0,0,0,0,0,0,0,0
0,357,4000,4000,0,0,0,0,0,0,0,0,0
0,358,4000,4000,0,0,0,0,0,0,0,0,0
0,359,4000,4000,0,0,0,0,0,0,0,0,0
0,360,4000,4000,0,0,0,0,0,0,0,0,0
0,361,4000,3990,2,2,0,0,0,0,2,1,3
0,362,4000,3970,8,5,0,0,2,0,6,2,7
0,363,4000,3933,14,10,0,7,4,6,8,2,16
0,364,4000,3887,25,12,0,13,8,7,15,8,25
0,365,4000,3831,36,17,0,25,14,11,18,11,37
0,366,4000,3765,52,22,0,36,19,14,21,18,53
0,367,4000,3680,69,30,0,52,28,21,27,22,71
0,368,4000,3609,86,38,0,61,29,27,32,28,90
0,369,4000,3524,103,42,0,74,35,31,41,40,110
0,370,4000,3432,124,48,0,94,39,37,48,48,130
0,371,4000,3313,150,59,0,114,45,46,56,60,157
0,372,4000,3211,172,65,0,128,54,53,64,68,185
0,373,4000,3096,204,75,0,145,63,61,78,80,198
0,374,4000,2970,231,81,0,159,74,71,91,90,233
0,375,4000,2859,257,93,0,176,80,80,106,98,251
0,376,4000,2739,284,101,0,192,82,94,118,109,281
0,377,4000,2642,308,111,0,204,94,106,122,117,296
0,378,4000,2547,323,119,0,212,103,113,133,133,317
0,379,4000,2461,339,127,0,223,109,114,139,146,342
0,380,4000,2346,360,142,0,238,121,120,146,156,371
0,381,4000,2267,374,149,0,258,126,114,155,173,384
0,382,4000,2177,393,161,0,276,128,119,163,180,403
0,383,4000,2084,410,176,0,293,130,125,168,197,417
0,384,4000,2021,415,183,0,310,133,124,180,203,431
0,385,4000,1962,431,187,0,325,138,121,181,216,439
0,386,4000,1930,437,193,0,331,142,119,188,224,436
0,387,4000,1863,442,203,0,346,147,115,193,239,452
0,388,4000,1796,450,209,0,358,148,119,197,249,474
0,389,4000,1755,458,217,0,366,150,121,201,254,478
0,390,4000,1698,470,227,0,372,154,123,207,262,487
0,391,4000,1664,474,238,0,379,156,113,214,279,483
0,392,4000,1620,479,239,0,385,157,108,222,286,504
0,393,4000,1565,484,245,0,390,161,116,234,294,511
0,394,4000,1543,485,253,0,396,165,116,238,302,502
0,395,4000,1495,489,257,0,400,167,120,244,320,508
0,396,4000,1472,491,262,0,405,168,128,245,332,497
0,397,4000,1454,493,264,0,411,168,124,249,336,501
0,398,4000,1435,497,270,0,415,171,122,251,345,494
0,399,4000,1397,499,279,0,419,175,124,257,351,499
0,400,4000,1385,501,285,0,423,176,122,257,364,487
0,401,4000,1384,503,284,0,427,176,120,258,369,479
0,402,4000,1386,506,285,0,430,176,122,259,370,466
0,403,4000,1374,508,285,0,431,179,120,261,377,465
0,404,4000,1374,509,287,0,431,180,118,267,382,452
0,405,4000,1360,509,284,0,432,182,121,273,393,446
0,406,4000,1348,509,283,0,430,183,121,274,406,446
0,407,4000,1370,509,282,0,431,183,111,278,415,421
0,408,4000,1366,509,279,0,431,184,114,281,423,413
0,409,4000,1377,509,280,0,428,185,104,281,437,399
0,410,4000,1389,509,281,0,426,186,112,282,440,375
0,411,4000,1392,510,272,0,425,186,114,283,444,374
0,412,4000,1395,511,270,0,424,184,110,285,451,370
0,413,4000,1416,511,265,0,425,183,117,285,459,339
0,414,4000,1418,511,266,0,424,185,116,289,461,330
0,415,4000,1446,511,262,0,421,187,103,290,466,314
0,416,4000,1447,511,260,0,419,186,103,292,474,308
0,417,4000,1454,511,252,0,420,186,111,293,474,299
0,418,4000,1465,511,252,0,419,185,106,293,482,287
0,419,4000,1474,511,247,0,421,184,103,296,484,280
0,420,4000,1480,511,240,0,419,185,106,300,487,272
0,421,4000,1474,511,237,0,422,186,105,301,500,264
0,422,4000,1484,512,229,0,421,186,102,301,505,260
